Target,Postal Code,Latitude Dgr,Longitude Dgr
2565,74012,36.0334,-95.7991
2566,72730,36.0368,-94.2562
2567,27407,36.0386,-79.849
2568,89015,36.0388,-114.9773
2569,27406,36.0402,-79.7707
2570,89074,36.0405,-115.0483
2571,37211,36.0419,-86.7091
2572,37211,36.0422,-86.7456
2573,74133,36.0449,-95.9032
2574,74012,36.0451,-95.8491
2575,74137,36.0477,-95.9611
2576,72704,36.05,-94.2011
2577,89123,36.055,-115.12
2578,27278,36.0562,-79.0859
2579,72450,36.0573,-90.5229
2580,72701,36.0575,-94.1685
2581,27407,36.0579,-79.901
2582,74012,36.0581,-95.8177
2583,37055,36.06,-87.3812
2584,89014,36.0605,-115.0332
2585,37013,36.061,-86.6292
2586,38024,36.0634,-89.3919
2587,89113,36.065,-115.249
2588,74133,36.0666,-95.8829
2589,27302,36.0669,-79.2733
2590,74014,36.0671,-95.742
2591,27103,36.0677,-80.3372
2592,27215,36.072,-79.499
2593,72701,36.0733,-94.1752
2594,74012,36.0762,-95.7758
2595,72704,36.0763,-94.2101
2596,72476,36.0767,-90.9743
2597,89119,36.0806,-115.1223
2598,37211,36.0824,-86.7254
2599,27549,36.0832,-78.3206
2600,27549,36.0834,-78.3169
2601,93257,36.0834,-119.0453
2602,37185,36.0843,-87.8326
2603,27103,36.0863,-80.2942
2604,27410,36.0877,-79.8863
2605,27284,36.0881,-80.1016
2606,37938,36.0889,-83.9387
2607,38320,36.089,-88.1093
2608,72703,36.0895,-94.123
2609,27199,36.0907,-80.2779
2610,27217,36.0912,-79.4034
2611,27104,36.094,-80.3674
2612,89148,36.0941,-115.2938
2613,27949,36.0962,-75.7204
2614,89121,36.098,-115.1083
2615,74105,36.0993,-95.9771
2616,74014,36.1052,-95.7601
2617,89122,36.1085,-115.063
2618,27405,36.1092,-79.7569
2619,27284,36.1101,-80.1023
2620,37204,36.111,-86.7694
2621,72740,36.1128,-93.7159
2622,74074,36.1139,-97.1191
2623,74135,36.1175,-95.9386
2624,74146,36.1182,-95.8536
2625,72703,36.1226,-94.1527
2626,89103,36.1232,-115.2465
2627,74075,36.1246,-97.0482
2628,37760,36.1289,-83.4679
2629,37209,36.1318,-86.9078
2630,74114,36.1318,-95.9238
2631,74129,36.1348,-95.885
2632,74063,36.1349,-96.1203
2633,27410,36.1355,-79.8554
2634,38501,36.1451,-85.4971
2635,74075,36.1456,-97.0495
2636,28697,36.1479,-81.1942
2637,72762,36.1528,-94.1854
2638,89104,36.1562,-115.0797
2639,89102,36.1563,-115.2016
2640,74112,36.1595,-95.8832
2641,89146,36.1602,-115.2318
2642,27106,36.1607,-80.2769
2643,72764,36.1641,-94.0917
2644,89110,36.1651,-115.0633
2645,74015,36.1653,-95.7562
2646,72764,36.1662,-94.1469
2647,37716,36.1697,-84.0869
2648,72762,36.1734,-94.1625
2649,72770,36.1744,-94.2166
2650,72761,36.1752,-94.5576
2651,79401,36.1753,-96.2742
2652,37122,36.1789,-86.5199
2653,72761,36.1834,-94.5125
2654,38506,36.1859,-85.4594
2655,37745,36.1877,-82.7595
2656,37692,36.1883,-82.3728
2657,37814,36.1906,-83.3572
2658,37206,36.1917,-86.7462
2659,37087,36.1919,-86.2915
2660,27105,36.1924,-80.2743
2661,89108,36.1946,-115.2261
2662,72762,36.1961,-94.1839
2663,89156,36.1965,-115.029
2664,28607,36.197,-81.66
2665,74352,36.1987,-95.1582
2666,63830,36.1997,-89.6697
2667,89032,36.2011,-115.1917
2668,37814,36.2063,-83.3157
2669,37813,36.2138,-83.255
2670,89108,36.2148,-115.245
2671,89048,36.215,-115.9948
2672,37076,36.2165,-86.6006
2673,89129,36.2206,-115.3244
2674,93274,36.2286,-119.329
2675,89032,36.2367,-115.1681
2676,37814,36.2369,-83.2825
2677,63857,36.2388,-90.0377
2678,89115,36.2393,-115.0577
2679,89130,36.2405,-115.224
2680,72513,36.2412,-91.5963
2681,37207,36.2444,-86.7629
2682,37030,36.2456,-85.9391
2683,37015,36.2479,-87.0325
2684,72455,36.2488,-90.9634
2685,72734,36.2595,-94.4859
2686,89031,36.2604,-115.1817
2687,74361,36.2626,-95.33
2688,37115,36.264,-86.714
2689,27021,36.2642,-80.3658
2690,27910,36.2652,-76.9688
2691,89081,36.2676,-115.1154
2692,72601,36.269,-93.1391
2693,27910,36.2702,-76.9704
2694,89149,36.2716,-115.271
2695,72634,36.2752,-92.6045
2696,28621,36.276,-80.8323
2697,74055,36.2766,-95.8289
2698,27565,36.2777,-78.6047
2699,89131,36.2778,-115.2031
2700,72758,36.2788,-94.1512
2701,70164,36.2794,-85.9566
2702,27565,36.2799,-78.6027
2703,38242,36.2811,-88.3079
2704,73077,36.2884,-97.3023
2705,74017,36.294,-95.6272
2706,74055,36.2952,-95.838
2707,72758,36.2956,-94.1859
2708,27909,36.2962,-76.2984
2709,93277,36.2966,-119.3102
2710,74020,36.2975,-96.4633
2711,37601,36.3062,-82.3385
2712,30301,36.3085,-86.6878
2713,37115,36.3088,-86.6863
2714,37604,36.3089,-82.4038
2715,72756,36.3133,-94.1243
2716,74055,36.3214,-95.8288
2717,93230,36.3217,-119.6762
2718,37075,36.3228,-86.5954
2719,93292,36.3244,-119.273
2720,72756,36.3313,-94.149
2721,72758,36.3325,-94.1549
2722,72756,36.3325,-94.1266
2723,72712,36.3339,-94.1971
2724,27536,36.3348,-78.4436
2725,72722,36.3359,-94.4601
2726,37757,36.3362,-84.1787
2727,72712,36.3373,-94.2239
2728,93291,36.3414,-119.3297
2729,37643,36.3493,-82.2454
2730,72712,36.3543,-94.1711
2731,72653,36.355,-92.3409
2732,38237,36.355,-88.8837
2733,72719,36.3563,-94.2828
2734,72712,36.3589,-94.253
2735,37604,36.3594,-82.3989
2736,72716,36.3642,-94.2167
2737,72716,36.3643,-94.2176
2738,72716,36.3643,-94.2176
2739,72712,36.3649,-94.2169
2740,72712,36.3682,-94.2248
2741,72715,36.37,-94.21
2742,72712,36.37,-94.21
2743,74070,36.3707,-96.0113
2744,72712,36.3723,-94.189
2745,72712,36.3737,-94.2091
2746,72616,36.3763,-93.587
2747,27573,36.3768,-78.9848
2748,37066,36.3769,-86.4769
2749,27320,36.3834,-79.6671
2750,87571,36.3874,-105.5863
2751,73703,36.3878,-97.9456
2752,72712,36.3892,-94.2193
2753,28694,36.3893,-81.4812
2754,37857,36.3966,-83.0198
2755,73703,36.4065,-97.9096
2756,73801,36.4123,-99.3841
2757,72422,36.4128,-90.5959
2758,38261,36.414,-89.0805
2759,72736,36.4149,-94.4526
2760,74346,36.4193,-94.8061
2761,27027,36.42,-79.9358
2762,38556,36.4261,-84.9221
2763,27870,36.4283,-77.6342
2764,27379,36.4335,-79.3604
2765,37825,36.4394,-83.6093
2766,72714,36.4396,-94.2396
2767,72751,36.443,-94.1202
2768,72751,36.4433,-94.1191
2769,27030,36.4719,-80.6185
2770,37188,36.4732,-86.6778
2771,37172,36.4837,-86.8885
2772,27288,36.4883,-79.7339
2773,64856,36.5079,-94.2779
2774,37664,36.5087,-82.5192
2775,37043,36.5094,-87.2691
2776,37841,36.5134,-84.5061
2777,42041,36.5171,-88.9
2778,37083,36.5191,-86.0388
2779,65791,36.5249,-91.5328
2780,65745,36.5286,-93.9363
2781,37058,36.5311,-87.8116
2782,93618,36.5434,-119.4024
2783,37620,36.5454,-82.235
2784,37042,36.5493,-87.3964
2785,64854,36.5522,-94.4884
2786,37660,36.5573,-82.6036
2787,37660,36.5628,-82.5676
2788,63863,36.5704,-89.9724
2789,74344,36.5765,-94.7656
2790,93662,36.5774,-119.6344
2791,37042,36.5803,-87.4129
2792,37040,36.5824,-87.3353
2793,37040,36.5947,-87.291
2794,24540,36.5968,-79.4305
2795,40965,36.6222,-83.7077
2796,42071,36.627,-88.3179
2797,24540,36.6274,-79.3994
2798,74301,36.6319,-95.1404
2799,37042,36.6346,-87.4226
2800,24202,36.6349,-82.1244
2801,24171,36.6387,-80.2444
2802,65616,36.639,-93.2598
2803,64831,36.6478,-94.4286
2804,23322,36.6538,-76.2336
2805,42262,36.668,-87.44
2806,23851,36.6698,-76.9553
2807,65616,36.6702,-93.23
2808,65625,36.6771,-93.8898
2809,24333,36.6926,-80.8811
2810,93933,36.6932,-121.8012
2811,24112,36.6941,-79.9024
2812,42134,36.6952,-86.5731
2813,65737,36.6998,-93.3723
2814,93657,36.7056,-119.5777
2815,73942,36.7057,-101.488
2816,93907,36.7059,-121.6688
2817,93907,36.7059,-121.6664
2818,23847,36.7073,-77.5446
2819,23322,36.7095,-76.2637
2820,23970,36.712,-78.1048
2821,24211,36.7146,-81.9277
2822,65775,36.7147,-91.8703
2823,93906,36.7179,-121.6503
2824,40769,36.7206,-84.1718
2825,42066,36.721,-88.6298
2826,23322,36.7211,-76.3092
2827,42167,36.7238,-85.6854
2828,24263,36.7251,-83.1034
2829,87401,36.7319,-108.2262
2830,93630,36.7327,-120.0441
2831,24592,36.7358,-78.9106
2832,93727,36.7382,-119.7217
2833,74006,36.7407,-95.9316
2834,74601,36.7412,-97.072
2835,23320,36.7439,-76.2257
2836,23434,36.7461,-76.5805
2837,63901,36.7557,-90.4118
2838,23456,36.759,-76.0092
2839,87402,36.768,-108.1515
2840,23320,36.773,-76.2487
2841,93703,36.779,-119.7562
2842,23464,36.7806,-76.1893
2843,63901,36.7902,-90.44
2844,23453,36.7923,-76.0827
2845,93726,36.7926,-119.7892
2846,23456,36.7941,-76.1227
2847,73717,36.7995,-98.645
2848,63841,36.8012,-89.9924
2849,89027,36.8051,-114.1069
2850,93611,36.8071,-119.6809
2851,74631,36.8102,-97.2974
2852,93722,36.8109,-119.8642
2853,93612,36.8113,-119.7169
2854,40831,36.8175,-83.3182
2855,23452,36.8235,-76.0716
2856,23707,36.8293,-76.3423
2857,23321,36.83,-76.4181
2858,42240,36.8301,-87.4692
2859,93710,36.8364,-119.7311
2860,93650,36.8391,-119.8034
2861,64850,36.8392,-94.3973
2862,93611,36.8398,-119.6958
2863,23462,36.8428,-76.143
2864,23452,36.8457,-76.0712
2865,42276,36.846,-86.9164
2866,24354,36.8465,-81.5008
2867,23451,36.8471,-76.0189
2868,63801,36.8573,-89.5861
2869,42633,36.8579,-84.8487
2870,40906,36.8583,-83.8685
2871,42240,36.8593,-87.5155
2872,24219,36.86,-82.7575
2873,23502,36.8629,-76.2074
2874,23502,36.8635,-76.2462
2875,42025,36.8694,-88.3604
2876,23435,36.883,-76.4288
2877,24266,36.9004,-82.044
2878,74354,36.9045,-94.8803
2879,86040,36.9049,-111.4873
2880,65708,36.9118,-93.9031
2881,23505,36.9127,-76.252
2882,23518,36.9183,-76.2282
2883,65605,36.9465,-93.715
2884,42104,36.9489,-86.4335
2885,24273,36.9561,-82.6014
2886,24382,36.9563,-81.099
2887,65608,36.9594,-92.6766
2888,40701,36.9721,-84.1025
2889,93637,36.9756,-120.0806
2890,42101,36.9868,-86.484
2891,65721,37.0011,-93.2278
2892,65548,37.0026,-91.7063
2893,66713,37.0063,-94.7373
2894,95020,37.0086,-121.5513
2895,24151,37.0136,-79.8634
2896,42141,37.021,-85.9377
2897,23605,37.0219,-76.4486
2898,23666,37.0367,-76.4036
2899,65631,37.0373,-93.4681
2900,23666,37.0408,-76.3791
2901,67337,37.0424,-95.579
2902,67337,37.0439,-95.5794
2903,67901,37.0454,-100.9426
2904,93635,37.054,-120.879
2905,42003,37.054,-88.5663
2906,23824,37.0608,-78.0043
2907,65714,37.0612,-93.299
2908,23601,37.0616,-76.4651
2909,84790,37.0634,-113.5874
2910,64804,37.0639,-94.5335
2911,24637,37.0654,-81.7318
2912,67901,37.0669,-100.9174
2913,42501,37.0683,-84.6234
2914,42001,37.0726,-88.6883
2915,64804,37.0729,-94.4729
2916,42728,37.0756,-85.3345
2917,3874,37.0776,-85.3353
2918,64801,37.0828,-94.4965
2919,24084,37.084,-80.6944
2920,64801,37.087,-94.5459
2921,67005,37.0899,-97.0427
2922,65712,37.092,-93.8261
2923,42445,37.1108,-87.9183
2924,40741,37.114,-84.0917
2925,41858,37.1171,-82.7949
2926,23602,37.1187,-76.5062
2927,23693,37.1194,-76.4594
2928,84780,37.1262,-113.518
2929,65738,37.128,-93.4585
2930,64870,37.1335,-94.4784
2931,65802,37.1341,-93.2994
2932,65810,37.1371,-93.3433
2933,81082,37.1387,-104.5233
2934,63957,37.139,-90.7016
2935,40962,37.1407,-83.773
2936,64836,37.142,-94.3133
2937,24517,37.1433,-79.2697
2938,64801,37.144,-94.513
2939,65804,37.1441,-93.2584
2940,95037,37.1492,-121.6552
2941,65711,37.15,-92.2595
2942,24141,37.1524,-80.5849
2943,65807,37.1537,-93.2991
2944,24073,37.1606,-80.4258
2945,84737,37.1726,-113.3647
2946,66725,37.1777,-94.8502
2947,65809,37.1794,-93.2175
2948,23805,37.1796,-77.3674
2949,65807,37.1804,-93.3524
2950,65804,37.19,-93.2609
2951,23885,37.1947,-77.5334
2952,65807,37.1964,-93.2963
2953,65802,37.2034,-93.3512
2954,24014,37.2068,-79.9508
2955,67301,37.2227,-95.7435
2956,67156,37.2272,-96.9927
2957,81303,37.23,-107.8657
2958,24605,37.2378,-81.2541
2959,65803,37.2417,-93.2587
2960,23834,37.2458,-77.3863
2961,65803,37.2489,-93.3139
2962,95118,37.2555,-121.8801
2963,95138,37.256,-121.799
2964,81147,37.2597,-107.0632
2965,42330,37.2715,-87.1445
2966,24013,37.273,-79.9097
2967,67152,37.2735,-97.3733
2968,23188,37.2756,-76.7513
2969,24614,37.2779,-82.1021
2970,23901,37.2789,-78.4021
2971,24153,37.29,-80.089
2972,95129,37.2918,-121.9888
2973,41701,37.299,-83.2135
2974,24012,37.3006,-79.8916
2975,24012,37.3009,-79.9607
2976,63701,37.3013,-89.5859
2977,63701,37.3052,-89.5492
2978,95135,37.3136,-121.773
2979,65483,37.3138,-91.9626
2980,95112,37.3162,-121.8711
2981,95348,37.318,-120.502
2982,95129,37.3217,-121.9733
2983,24019,37.3222,-79.9359
2984,24502,37.3226,-79.2529
2985,42431,37.3253,-87.4732
2986,24012,37.3255,-79.8734
2987,24523,37.326,-79.497
2988,24134,37.3294,-80.7085
2989,95122,37.331,-121.8604
2990,65706,37.3379,-92.9396
2991,95301,37.3403,-120.6093
2992,23188,37.3456,-76.7372
2993,42718,37.3458,-85.3735
2994,81321,37.3466,-108.562
2995,23831,37.3503,-77.4828
2996,24502,37.3539,-79.1856
2997,24739,37.3595,-81.0439
2998,63755,37.3621,-89.6347
2999,24551,37.3654,-79.2625
3000,24522,37.366,-78.8412
3001,67357,37.3722,-95.256
3002,66762,37.3834,-94.6874
3003,95054,37.3901,-121.9855
3004,23061,37.4005,-76.5288
3005,23832,37.4008,-77.6731
3006,94040,37.4008,-122.1097
3007,24501,37.4108,-79.2095
3008,24853,37.4127,-81.5263
3009,23234,37.4166,-77.5046
3010,42413,37.4236,-87.4738
3011,42320,37.4296,-86.8801
3012,95035,37.4315,-121.9211
3013,23112,37.4319,-77.6215
3014,66762,37.434,-94.7023
3015,23234,37.4426,-77.4736
3016,24572,37.4614,-79.1156
3017,62906,37.4619,-89.223
3018,95363,37.4623,-121.1427
3019,81101,37.4822,-105.9041
3020,42754,37.4847,-86.2657
3021,64759,37.497,-94.3024
3022,23113,37.5041,-77.6299
3023,67026,37.505,-97.4945
3024,41501,37.5071,-82.5404
3025,95380,37.5094,-120.873
3026,94539,37.5114,-121.9432
3027,23139,37.5146,-77.776
3028,95380,37.5156,-120.8471
3029,94538,37.5202,-121.9856
3030,23225,37.532,-77.5317
3031,67037,37.5328,-97.2424
3032,23223,37.5446,-77.3646
3033,40484,37.5491,-84.648
3034,23284,37.5504,-77.4518
3035,41339,37.5516,-83.3602
3036,40033,37.5534,-85.2838
3037,63645,37.559,-90.3198
3038,40403,37.5654,-84.3126
3039,67037,37.569,-97.275
3040,67133,37.5781,-97.1358
3041,65613,37.5917,-93.404
3042,23230,37.6029,-77.522
3043,23227,37.6033,-77.4537
3044,23229,37.6041,-77.5661
3045,94587,37.6047,-122.0673
3046,95307,37.6068,-120.9374
3047,23111,37.6139,-77.3555
3048,40422,37.6146,-84.7718
3049,23227,37.6311,-77.4565
3050,65560,37.6342,-91.5458
3051,67207,37.638,-97.3543
3052,65622,37.6391,-93.1062
3053,67124,37.6441,-98.7135
3054,67211,37.648,-97.3321
3055,23060,37.652,-77.6082
3056,66720,37.6537,-95.4511
3057,84720,37.6545,-113.0883
3058,41653,37.6551,-82.7818
3059,41503,37.6589,-82.2711
3060,67052,37.6608,-97.5547
3061,67207,37.6632,-97.2246
3062,65536,37.6635,-92.646
3063,95355,37.6645,-120.9767
3064,95350,37.6733,-121.0371
3065,67209,37.6753,-97.4134
3066,67207,37.6764,-97.2043
3067,67010,37.678,-96.9876
3068,23418,37.6856,-75.724
3069,94579,37.6882,-122.1316
3070,42437,37.6886,-87.9
3071,94566,37.69,-121.8769
3072,67010,37.6916,-96.97
3073,67203,37.6928,-97.39
3074,23005,37.6932,-77.4397
3075,95356,37.6945,-120.9919
3076,67212,37.6955,-97.4646
3077,94588,37.6984,-121.8873
3078,94551,37.6993,-121.768
3079,42701,37.7044,-85.8723
3080,63775,37.7057,-89.896
3081,67208,37.7096,-97.2813
3082,94577,37.7147,-122.1777
3083,42301,37.7199,-87.122
3084,67203,37.7216,-97.3648
3085,67205,37.7247,-97.4658
3086,22482,37.7271,-76.3851
3087,62946,37.7282,-88.5329
3088,40475,37.7285,-84.2832
3089,94583,37.7293,-121.9292
3090,18840,37.7305,-88.5347
3091,42701,37.733,-85.8819
3092,62901,37.7385,-89.187
3093,67226,37.7389,-97.2419
3094,94621,37.74,-122.1982
3095,40330,37.7427,-84.8443
3096,62959,37.7482,-88.9715
3097,95304,37.7517,-121.4717
3098,25873,37.7544,-81.2224
3099,23005,37.7553,-77.4597
3100,42303,37.7572,-87.0609
3101,62966,37.7597,-89.2834
3102,24426,37.7674,-79.991
3103,40143,37.7679,-86.4434
3104,67801,37.7684,-100.0357
3105,67204,37.7844,-97.3736
3106,95337,37.7856,-121.2185
3107,62948,37.7863,-89.0288
3108,63640,37.7895,-90.4353
3109,40160,37.7999,-85.9148
3110,40004,37.8,-85.4364
3111,25801,37.8056,-81.1769
3112,24450,37.8059,-79.4099
3113,66701,37.8079,-94.7088
3114,24901,37.8119,-80.4293
3115,67042,37.8147,-96.8921
3116,41240,37.8233,-82.8255
3117,65584,37.8252,-92.1523
3118,64772,37.8322,-94.3266
3119,40160,37.8491,-85.942
3120,42420,37.8562,-87.5662
3121,25601,37.8601,-82.0444
3122,63601,37.884,-90.5133
3123,95202,37.8971,-121.2849
3124,40356,37.8992,-84.562
3125,22560,37.9041,-76.8634
3126,63664,37.924,-90.7717
3127,62233,37.9253,-89.8045
3128,47586,37.9282,-86.7526
3129,65401,37.9376,-91.7791
3130,66749,37.9429,-95.4116
3131,47714,37.9583,-87.5088
3132,94531,37.9635,-121.7616
3133,40515,37.9667,-84.5008
3134,95370,37.9717,-120.3659
3135,47712,37.9727,-87.6362
3136,22942,37.9774,-78.2091
3137,47630,37.9787,-87.4076
3138,40503,37.9794,-84.5311
3139,94806,37.9799,-122.3284
3140,47715,37.9804,-87.4724
3141,67846,37.9864,-100.8366
3142,67846,37.987,-100.8816
3143,40391,37.9877,-84.2109
3144,94553,37.9969,-122.1095
3145,62832,37.9977,-89.2381
3146,81050,37.9982,-103.5933
3147,40165,37.9999,-85.7091
3148,40509,38.0007,-84.4481
3149,62812,38.001,-88.9365
3150,47710,38.0026,-87.5758
3151,95210,38.0042,-121.2925
3152,40513,38.0048,-84.5719
3153,94565,38.009,-121.8682
3154,67114,38.0233,-97.3392
3155,95212,38.0235,-121.2736
3156,65020,38.0257,-92.7229
3157,25840,38.0343,-81.1197
3158,40342,38.0352,-84.909
3159,40509,38.0378,-84.422
3160,95219,38.0498,-121.3763
3161,47601,38.0506,-87.3072
3162,22980,38.0678,-78.9331
3163,40353,38.069,-83.9579
3164,40511,38.07,-84.4805
3165,67501,38.0702,-97.8923
3166,22980,38.0714,-78.8946
3167,21851,38.0727,-75.5541
3168,65453,38.0733,-91.4019
3169,62821,38.0737,-88.1904
3170,47725,38.0861,-87.4954
3171,81052,38.0868,-102.602
3172,40229,38.0886,-85.6639
3173,22901,38.0974,-78.4671
3174,41230,38.1025,-82.6241
3175,40272,38.1026,-85.8662
3176,95242,38.1132,-121.3098
3177,94589,38.1265,-122.2544
3178,40214,38.1289,-85.7799
3179,24401,38.1345,-79.0483
3180,40219,38.1356,-85.6719
3181,40219,38.1372,-85.6713
3182,62286,38.1416,-89.7018
3183,40291,38.1425,-85.5868
3184,65065,38.1496,-92.616
3185,63020,38.1502,-90.5746
3186,40216,38.1574,-85.836
3187,40601,38.1605,-84.8992
3188,40216,38.1715,-85.8702
3189,94503,38.183,-122.2526
3190,66839,38.1842,-95.7411
3191,40299,38.1897,-85.5643
3192,40361,38.197,-84.278
3193,40218,38.1992,-85.6675
3194,40351,38.2014,-83.482
3195,25015,38.2023,-81.5058
3196,40065,38.2102,-85.2653
3197,63028,38.2121,-90.388
3198,40213,38.213,-85.7195
3199,40220,38.2161,-85.5831
3200,81005,38.2199,-104.6416
3201,63080,38.2209,-91.1547
3202,40324,38.2305,-84.5387
3203,81005,38.2323,-104.6649
3204,47112,38.2353,-86.1312
3205,22968,38.2358,-78.3729
3206,22407,38.2371,-77.509
3207,40243,38.2421,-85.5447
3208,94585,38.2426,-121.9901
3209,40243,38.2471,-85.5128
3210,40203,38.2483,-85.7834
3211,40207,38.2537,-85.6442
3212,64730,38.2546,-94.3564
3213,25570,38.2568,-82.4299
3214,40324,38.2612,-84.5312
3215,65355,38.2618,-93.3714
3216,94533,38.2791,-122.0352
3217,22405,38.284,-77.4385
3218,95632,38.2897,-121.3047
3219,47670,38.2921,-87.5641
3220,20619,38.2929,-76.5033
3221,40241,38.3001,-85.5458
3222,26651,38.3046,-80.8355
3223,22401,38.3066,-77.5139
3224,81008,38.3086,-104.6605
3225,94558,38.309,-122.2834
3226,62864,38.3092,-88.9583
3227,81008,38.3139,-104.6096
3228,47150,38.3194,-85.8183
3229,25309,38.3197,-81.7139
3230,21801,38.3283,-75.6104
3231,47129,38.332,-85.7591
3232,25304,38.3321,-81.6142
3233,65026,38.3353,-92.5838
3234,81007,38.3364,-104.7401
3235,40014,38.3379,-85.4722
3236,21811,38.3394,-75.1627
3237,21811,38.3406,-75.162
3238,95687,38.3446,-121.9958
3239,95687,38.3506,-121.9511
3240,22485,38.352,-77.0573
3241,65066,38.3531,-91.4818
3242,22841,38.3571,-78.9409
3243,95642,38.3579,-120.8062
3244,47670,38.3581,-87.6048
3245,62298,38.3588,-90.1578
3246,67530,38.359,-98.7872
3247,67063,38.3604,-97.2125
3248,94928,38.3615,-122.6926
3249,95687,38.3621,-121.959
3250,64735,38.3628,-93.7506
3251,94928,38.3674,-122.7164
3252,67460,38.3678,-97.6281
3253,22406,38.3693,-77.5292
3254,22508,38.3717,-77.768
3255,62837,38.376,-88.3892
3256,41031,38.3781,-84.306
3257,41102,38.3884,-82.7113
3258,95757,38.3913,-121.4162
3259,40031,38.3947,-85.3725
3260,22801,38.4051,-78.8641
3261,25705,38.4071,-82.3753
3262,95758,38.4102,-121.392
3263,45680,38.4109,-82.5245
3264,25313,38.4113,-81.8076
3265,95758,38.4118,-121.3916
3266,21801,38.4175,-75.5692
3267,25504,38.4219,-82.2565
3268,66801,38.425,-96.2197
3269,47546,38.4273,-86.9347
3270,22801,38.4334,-78.9103
3271,65084,38.4342,-92.8589
3272,63084,38.4344,-90.9701
3273,22801,38.4353,-78.8531
3274,63010,38.4367,-90.3778
3275,25526,38.4411,-82.0233
3276,25526,38.4459,-81.9617
3277,81212,38.4487,-105.1915
3278,81401,38.4491,-107.8634
3279,95624,38.4508,-121.3789
3280,95832,38.46,-121.4903
3281,63049,38.4622,-90.5219
3282,22554,38.4709,-77.4179
3283,95620,38.4719,-121.8204
3284,22556,38.4769,-77.4729
3285,22701,38.4805,-77.9733
3286,95829,38.4827,-121.369
3287,41101,38.4856,-82.658
3288,95823,38.4943,-121.4542
3289,63125,38.4946,-90.2961
3290,95823,38.4994,-121.4336
3291,63025,38.5066,-90.6567
3292,63026,38.5098,-90.4387
3293,62221,38.522,-89.923
3294,81201,38.5246,-106.0227
3295,95492,38.5288,-122.7901
3296,62801,38.5343,-89.1587
3297,62801,38.5349,-89.1592
3298,63090,38.5405,-90.9952
3299,20678,38.5408,-76.5914
3300,65101,38.5411,-92.1188
3301,20646,38.5506,-76.9825
3302,21613,38.5531,-76.0528
3303,81230,38.5546,-106.9254
3304,62206,38.5561,-90.1664
3305,63122,38.5631,-90.403
3306,47454,38.5654,-86.4679
3307,66071,38.5736,-94.8573
3308,65109,38.58,-92.2199
3309,63119,38.5803,-90.3281
3310,22026,38.5812,-77.3082
3311,66067,38.5812,-95.2645
3312,95605,38.5874,-121.55
3313,63011,38.5942,-90.5067
3314,62269,38.5951,-89.954
3315,63011,38.596,-90.5067
3316,95670,38.5961,-121.2919
3317,25033,38.5983,-81.9911
3318,95821,38.6089,-121.3839
3319,47167,38.6129,-86.0838
3320,95821,38.617,-121.399
3321,41056,38.6211,-83.7875
3322,63143,38.6216,-90.3309
3323,62881,38.6257,-88.9814
3324,62231,38.6293,-89.3768
3325,22853,38.6304,-78.7753
3326,47501,38.6319,-87.184
3327,95834,38.6356,-121.506
3328,20601,38.6392,-76.895
3329,22192,38.6487,-77.2972
3330,95660,38.6498,-121.3863
3331,41008,38.6589,-85.1283
3332,19973,38.661,-75.5904
3333,95776,38.6613,-121.7637
3334,22835,38.6625,-78.4938
3335,95608,38.6626,-121.3249
3336,47591,38.6629,-87.5047
3337,63005,38.6659,-90.5916
3338,64701,38.6661,-94.3694
3339,95630,38.6683,-121.1676
3340,62234,38.675,-90.0174
3341,95776,38.6754,-121.741
3342,95610,38.6757,-121.2733
3343,41035,38.679,-84.5973
3344,95662,38.6794,-121.2225
3345,95695,38.6809,-121.7879
3346,62839,38.6821,-88.496
3347,47170,38.6878,-85.7955
3348,95621,38.6895,-121.2953
3349,62234,38.6927,-89.9869
3350,20186,38.6972,-77.7898
3351,19947,38.7026,-75.4044
3352,95667,38.704,-120.829
3353,95842,38.7043,-121.3319
3354,65301,38.7067,-93.271
3355,26601,38.7072,-80.6653
3356,95843,38.7128,-121.3946
3357,20754,38.7225,-76.6569
3358,62439,38.7253,-87.7004
3359,19971,38.7272,-75.1325
3360,63074,38.7347,-90.3925
3361,62040,38.7365,-90.1415
3362,80817,38.7404,-104.7368
3363,67439,38.741,-98.2149
3364,95746,38.7424,-121.225
3365,22306,38.7438,-77.0875
3366,63044,38.7449,-90.4187
3367,63304,38.745,-90.5885
3368,95661,38.7472,-121.257
3369,95661,38.7476,-121.254
3370,84701,38.7484,-112.0847
3371,81416,38.7492,-108.0541
3372,62450,38.75,-88.0978
3373,45662,38.7529,-82.9253
3374,20110,38.7529,-77.4485
3375,62249,38.7603,-89.6841
3376,63136,38.766,-90.2836
3377,80906,38.7686,-104.7811
3378,22315,38.7693,-77.1361
3379,20109,38.7715,-77.5075
3380,20735,38.7723,-76.8895
3381,63367,38.7724,-90.7866
3382,21601,38.7727,-76.0543
3383,63376,38.774,-90.626
3384,63368,38.7742,-90.7388
3385,62034,38.7753,-89.9526
3386,63376,38.7788,-90.5802
3387,22306,38.7801,-77.0765
3388,64093,38.7811,-93.7354
3389,63303,38.7824,-90.528
3390,47250,38.7839,-85.3776
3391,95677,38.784,-121.2396
3392,45693,38.7846,-83.5648
3393,67401,38.7854,-97.615
3394,95678,38.788,-121.2899
3395,22015,38.7892,-77.2998
3396,63366,38.7941,-90.7027
3397,7036,38.7971,-77.5235
3398,25276,38.7978,-81.3504
